FRAMES,FP1_FORCE_X,FP1_FORCE_Y,FP1_FORCE_Z,FP1_COFP_X,FP1_COFP_Y,FP1_COFP_Z,FP1_FREEMOMENT_Z,FP2_FORCE_X,FP2_FORCE_Y,FP2_FORCE_Z,FP2_COFP_X,FP2_COFP_Y,FP2_COFP_Z,FP2_FREEMOMENT_Z,f_Heel_contact_1,f_Toe_off_1,f_Heel_contact_2,f_Toe_off_2
121,-3.9646947799079025e-17,-5.152534662123942e-17,-1.211516478562741e-16,,,,4.736949055679048e-18,1.7854200801021242e-41,-6.579654671936498e-41,-8.95514204739512e-40,,,,-1.5954602864909483e-41,948,2382,2185,3578
122,-4.208717627564603e-17,-5.3271354272513697e-17,-5.745541045427638e-17,,,,5.090024327440987e-18,1.8782448465397593e-41,-6.517689623725589e-41,-9.078071221630529e-40,,,,-1.5619842696692657e-41,948,2382,2185,3578
123,-4.4158690333420124e-17,-5.442581696013842e-17,1.297671126997318e-17,,,,5.40389609813858e-18,1.9531199478559234e-41,-6.357724342239679e-41,-9.083957938184727e-40,,,,-1.5032902732005533e-41,948,2382,2185,3578
124,-4.5797889083028876e-17,-5.491739209027793e-17,8.977429504705176e-17,,,,5.670477124980524e-18,2.0073167066355144e-41,-6.092910137517065e-41,-8.961835732112019e-40,,,,-1.4178640494340509e-41,948,2382,2185,3578
125,-4.694137585859955e-17,-5.467748449427493e-17,1.7244239090339635e-16,,,,5.881597434707021e-18,2.0381453604403651e-41,-5.717245319714827e-41,-8.701530009204402e-40,,,,-1.3044288637249816e-41,948,2382,2185,3578
126,-4.75268743979003e-17,-5.364147265688116e-17,2.603569465307696e-16,,,,6.0291122524966596e-18,2.0429967458609614e-41,-5.225738893144855e-41,-8.293875668839167e-40,,,,-1.161985647872753e-41,948,2382,2185,3578
127,-4.7494214357235476e-17,-5.174999272973623e-17,3.5276163434315515e-16,,,,6.10501961000005e-18,2.019386717908025e-41,-4.614575167990716e-41,-7.73094067605136e-40,,,,-9.898529576746449e-42,948,2382,2185,3578
128,-4.678637866114498e-17,-4.895026753186145e-17,4.487662554600798e-16,,,,6.101586868120271e-18,1.9650029304648292e-41,-3.881277045448368e-41,-7.00625297202292e-40,,,,-7.877061509008656e-42,948,2382,2185,3578
129,-4.535060361449024e-17,-4.5197465912238985e-17,5.473468898332205e-16,,,,6.011485192922923e-18,1.877753535305141e-41,-3.0248655421259025e-41,-6.115027822169715e-40,,,,-5.556151587548755e-42,948,2382,2185,3578
130,-4.3139521114219317e-17,-4.0456076059967284e-17,6.473479527562831e-16,,,,5.8279308210901245e-18,1.7558172888848321e-41,-2.04601294641952e-41,-5.054392425083176e-40,,,,-2.940801854924136e-42,948,2382,2185,3578
131,-4.011233071084007e-17,-3.470127462379976e-17,7.474863059188488e-16,,,,5.544831747051414e-18,1.5976944886965653e-41,-9.471868472659086e-42,-3.823604348959121e-40,,,,-4.064638328229206e-44,948,2382,2185,3578
132,-3.6235987708137e-17,-2.792027187560495e-17,8.463575558656175e-16,,,,5.156938260006192e-18,1.4022580954722096e-41,2.6721785175503975e-42,-2.4242601302492813e-40,,,,3.129754359348048e-42,948,2382,2185,3578
133,-3.148639197843952e-17,-2.011361165342834e-17,9.424446541203693e-16,,,,4.65999555841665e-18,1.1688043350318828e-41,1.590761918410974e-41,-8.604901676819589e-41,,,,6.55066148963088e-42,948,2382,2185,3578
134,-2.5849560735846768e-17,-1.1296403482538934e-17,1.0341288912851433e-15,,,,4.050896475341735e-18,8.971020152766572e-42,3.0148628286641303e-41,8.608641208118604e-41,,,,1.0196955540554309e-41,948,2382,2185,3578
135,-1.9322767178642066e-17,-1.4994631310582816e-18,1.1197033521290204e-15,,,,3.3278321635476458e-18,5.874397409182149e-42,4.5287169333557546e-41,2.7300950346722937e-40,,,,1.4037991640593687e-41,948,2382,2185,3578
136,-1.1915625713171182e-17,9.22966305516861e-18,1.1973888700842548e-15,,,,2.490438418187591e-18,2.4067016228368806e-42,6.119245820977314e-41,4.73449945383459e-40,,,,1.803751942235522e-41,948,2382,2185,3578
137,-3.65110343397562e-18,2.0825815341612113e-17,1.265352487768107e-15,,,,1.5399351606509685e-18,-1.4174964379959984e-42,7.771069885468807e-41,6.8582800853192755e-40,,,,2.2153674813004271e-41,948,2382,2185,3578
138,5.4335633113387794e-18,3.320550497111554e-17,1.3217283952988327e-15,,,,4.792564736981482e-19,-5.5772259216765137e-42,9.466512002763936e-41,9.082481316045047e-40,,,,2.6339050506565527e-41,948,2382,2185,3578
139,1.5286069069402388e-17,4.626639137953519e-17,1.3646412804834076e-15,,,,-6.868315309639041e-19,-1.004481756324201e-41,1.1185634063703943e-40,1.1384963797525014e-39,,,,3.054085143697904e-41,948,2382,2185,3578
140,2.5838378312522197e-17,5.988697759147198e-17,1.3922319846919366e-15,,,,-1.9516278121253528e-18,-1.47856724103713e-41,1.290630890144492e-40,1.3740421723595954e-39,,,,3.470114095542396e-41,948,2382,2185,3578
141,3.7006225622396116e-17,7.39265483942656e-17,1.4026853157300166e-15,,,,-3.3064113134902284e-18,-1.975810711343582e-41,1.4604329886586747e-40,1.61204465264642e-39,,,,3.875718266211267e-41,948,2382,2185,3578
142,4.868879908420152e-17,8.822537473987356e-17,1.3942598246686756e-15,,,,-4.7403765537181595e-18,-2.491328508838266e-41,1.6253560141553147e-40,1.8493640405833336e-39,,,,4.264188194934814e-41,948,2382,2185,3578
143,6.076862840742823e-17,1.0260520623705355e-16,1.3653193078477626e-15,,,,-6.2405927261382054e-18,-3.019524251149141e-41,1.7826122946522486e-40,2.082578271816137e-39,,,,4.628433027874123e-41,948,2382,2185,3578
144,7.311169839322307e-17,1.1687007155207858e-16,1.3143657486507097e-15,,,,-7.791989072995631e-18,-3.55410175960387e-41,1.929263447246529e-40,2.3080051786486834e-39,,,,4.961045404267301e-41,948,2382,2185,3578
145,8.556780709622924e-17,1.3080740402148103e-16,1.2400733667349099e-15,,,,-9.377369184344678e-18,-4.088089092498082e-41,2.062247948342013e-40,2.5217304145032225e-39,,,,5.25437685520388e-41,948,2382,2185,3578
146,9.797118636504953e-17,1.441895067868771e-16,1.1413233958289466e-15,,,,-1.0977456708778276e-17,-4.613874376497202e-41,2.1784130101746476e-40,2.7196412607266047e-39,,,,5.500623625496315e-41,948,2382,2185,3578
147,1.1014140037662999e-16,1.5677536828761658e-16,1.0172391656663724e-15,,,,-1.2570974749915583e-17,-5.123254026131079e-41,2.274550712938173e-40,2.8974663842760372e-39,,,,5.691922673284696e-41,948,2382,2185,3578
148,1.2188453529767054e-16,1.683128349962934e-16,8.672210198560708e-16,,,,-1.4134760957286792e-17,-5.607493820881362e-41,2.347438276873567e-40,3.0508215369737374e-39,,,,5.82045743516025e-41,948,2382,2185,3578
149,1.3299469030731214e-16,1.7854114386664946e-16,6.909805602756345e-16,,,,-1.5643920001879643e-17,-6.057403171057086e-41,2.3938822893442913e-40,3.175261102068914e-39,,,,5.878572768061858e-41,948,2382,2185,3578
150,1.4325577690211106e-16,1.871938121023774e-16,4.88573670737595e-16,,,,-1.707201475471266e-17,-6.463422747802077e-41,2.410766628748279e-40,3.2663353023294695e-39,,,,5.858898294585632e-41,948,2382,2185,3578
151,1.524436296850427e-16,1.9400187657614604e-16,2.604317390681931e-16,,,,-1.839129706166208e-17,-6.815725479752695e-41,2.3951037507959967e-40,3.319652786489261e-39,,,,5.75447918751177e-41,948,2382,2185,3578
152,1.6032842772986433e-16,1.986974695666622e-16,7.390468223366862e-18,,,,-1.9572978530459116e-17,-7.10433072993362e-41,2.3440889239990334e-40,3.330948208431381e-39,,,,5.55891323441753e-41,948,2382,2185,3578
153,1.6667742113240741e-16,2.0101771148231483e-16,-2.6928435547597083e-16,,,,-2.0587541218195296e-17,-7.319231262618955e-41,2.255156921059237e-40,3.296154306973907e-39,,,,5.26649282658789e-41,948,2382,2185,3578
154,1.7125795254031818e-16,2.00708894956422e-16,-5.678747846030844e-16,,,,-2.1405087532618258e-17,-7.450532392592773e-41,2.126040592222233e-40,3.2114778846710974e-39,,,,4.872350320679153e-41,948,2382,2185,3578
155,1.7384075832899489e-16,1.9753092819380285e-16,-8.861929789829509e-16,,,,-2.1995728041692022e-17,-7.488602480343493e-41,1.9548306666582853e-40,3.073478972925746e-39,,,,4.3726050295896007e-41,948,2382,2185,3578
156,1.7420352870824804e-16,1.9126199879277646e-16,-1.221568475207215e-15,,,,-2.233000522802354e-17,-7.424233698380041e-41,1.7400360497482724e-40,2.8791523593450586e-39,,,,3.7645099138117e-41,948,2382,2185,3578
157,1.721347004535967e-16,1.8170341254095275e-16,-1.5708411024996059e-15,,,,-2.2379350533499114e-17,-7.248811748559773e-41,1.4806438090583461e-40,2.626010543216276e-39,,,,3.046595869437216e-41,948,2382,2185,3578
158,1.6743745021794448e-16,1.6868455497599438e-16,-1.930360170210713e-15,,,,-2.2116571321508497e-17,-6.954492960893206e-41,1.176177971133755e-40,2.3121670779082736e-39,,,,2.2188113473749014e-41,948,2382,2185,3578
159,1.59933850561137e-16,1.5206791691053543e-16,-2.2959905216061736e-15,,,,-2.1516363647137996e-17,-6.534386953885124e-41,8.267561864431917e-41,1.9364191567145355e-39,,,,1.28265489376199e-41,948,2382,2185,3578
160,1.4946914501148485e-16,1.3175411874764685e-16,-2.6631260067351184e-15,,,,-2.0555845978347696e-17,-5.982742788538136e-41,4.3314326232124364e-41,1.4983282030331307e-39,,,,2.4129807763520017e-42,948,2382,2185,3578
161,1.3591609272667212e-16,1.0768686237020662e-16,-3.0267108735714937e-15,,,,-1.9215108263024047e-17,-5.295136306421774e-41,-3.199484918192689e-43,9.98297138804288e-40,,,,-9.003038276504854e-42,948,2382,2185,3578
162,1.191793277400273e-16,7.985773379045087e-17,-3.3812695109786422e-15,,,,-1.7477769998434697e-17,-4.4686561106961743e-41,-4.800701458823927e-41,4.376429288304051e-40,,,,-2.135316114334118e-41,948,2382,2185,3578
163,9.919967245625873e-17,4.8310774715525706e-17,-3.720944899165956e-15,,,,-1.5331540242364667e-17,-3.5020854318999195e-41,-9.944885157375707e-41,-1.8133706494030445e-40,,,,-3.454946606510482e-41,948,2382,2185,3578
164,7.595834009790461e-17,1.3146736844909681e-17,-4.039546033149625e-15,,,,-1.2768771821195101e-17,-2.3960769220809907e-41,-1.5426659005521106e-40,-8.553064337918326e-40,,,,-4.848388072565199e-41,948,2382,2185,3578
165,4.9480956303535385e-17,-2.547307080824665e-17,-4.3306044824319586e-15,,,,-9.787001352168855e-18,-1.153317246026124e-41,-2.119983557840917e-40,-1.5798403237058617e-39,,,,-6.302783799944244e-41,948,2382,2185,3578
166,1.9841326147878185e-17,-6.73234338617505e-17,-4.587440135994349e-15,,,,-6.3894661183771155e-18,2.2132180842235008e-42,-2.7209808792690678e-40,-2.3493868472129006e-39,,,,-7.80321897318656e-41,948,2382,2185,3578
167,-1.2835130398919459e-17,-1.1211247758078057e-16,-4.803236056273316e-15,,,,-2.58558832930262e-18,1.720649092995868e-41,-3.339354388624922e-40,-3.157240856929385e-39,,,,-9.33274037654627e-41,948,2382,2185,3578
168,-4.836835402163525e-17,-1.5947959910124274e-16,-4.971122229781073e-15,,,,1.608583118986009e-18,3.3350402032298814e-41,-3.9679685748978e-40,-3.995531601385488e-39,,,,-1.0872406776125755e-40,948,2382,2185,3578
169,-8.652111363957918e-17,-2.0899418002299313e-16,-5.084267856382368e-15,,,,6.169983587666764e-18,5.05234742760684e-41,-4.598879507633855e-40,-4.855225728678951e-39,,,,-1.2401372121235604e-40,948,2382,2185,3578
170,-1.2699704760549566e-16,-2.6015517015477165e-16,-5.135981665112744e-15,,,,1.1068206749619071e-17,6.857837033224567e-41,-5.223372088921382e-40,-5.726147022559956e-39,,,,-1.3897003439200116e-40,948,2382,2185,3578
171,-1.6943935958255065e-16,-3.1239162930546195e-16,-5.119819583212826e-15,,,,1.6265252235608123e-17,8.734157317402306e-41,-5.832011682812691e-40,-6.597014147501534e-39,,,,-1.5335034981118553e-40,948,2382,2185,3578
172,-2.1343024843040516e-16,-3.6506430853787567e-16,-5.029698918381458e-15,,,,2.1715357286417095e-17,1.0661340738119572e-40,-6.41471072840362e-40,-7.455497543146575e-39,,,,-1.6689759807892957e-40,948,2382,2185,3578
173,-2.584911484202397e-16,-4.1746834516123105e-16,-4.860018043968483e-15,,,,2.7364922604655296e-17,1.261684326194734e-40,-6.960810787112192e-40,-8.288296443559233e-39,,,,-1.793425958656578e-40,948,2382,2185,3578
174,-3.0408385172738495e-16,-4.688371368833976e-16,-4.6057804050097854e-15,,,,3.315254221471548e-17,1.457562383327591e-40,-7.459180298166343e-40,-9.081236802601796e-39,,,,-1.9040672897860073e-40,948,2382,2185,3578
175,-3.496125793543338e-16,-5.183474499396498e-16,-4.2627214919416365e-15,,,,3.9009146579466984e-17,1.6510266570855958e-40,-7.898328119486595e-40,-9.819390683545259e-39,,,,-1.998050183878226e-40,948,2382,2185,3578
176,-3.9442705936590213e-16,-5.651258036485396e-16,-3.827437261009357e-15,,,,4.485826747943703e-17,1.8391147935311445e-40,-8.266532714931491e-40,-1.0487217419155181e-38,,,,-2.072495614209762e-40,948,2382,2185,3578
177,-4.3782666253791765e-16,-6.082561597287384e-16,-3.297512318483285e-15,,,,5.0616432227953106e-17,2.018665068347909e-40,-8.551986614518319e-40,-1.1068726568874138e-38,,,,-2.12453334311895e-40,948,2382,2185,3578
178,-4.79065635214941e-16,-6.467889288803188e-16,-2.6716460326550114e-15,,,,5.619369366957174e-17,2.186342593214793e-40,-8.742955523368773e-40,-1.1547662393724693e-38,,,,-2.1513433588967595e-40,948,2382,2185,3578
179,-5.173594573451834e-16,-6.797512896546347e-16,-1.9497745961904563e-15,,,,6.149430108701512e-17,2.3386704095906905e-40,-8.827951189774784e-40,-1.190770923905997e-38,,,,-2.1502004548754925e-40,948,2382,2185,3578
180,-5.518923403378698e-16,-7.061587956027524e-16,-1.1331869348569069e-15,,,,6.641751562426406e-17,2.472065484324709e-40,-8.795916865340638e-40,-1.213271686269195e-38,,,,-2.1185216120077547e-40,948,2382,2185,3578
181,-5.81825864619298e-16,-7.250282262280838e-16,-2.246322500891595e-16,,,,7.085857212371844e-17,2.582879553476207e-40,-8.636423903437192e-40,-1.2206944374165387e-38,,,,-2.0539157750584573e-40,948,2382,2185,3578
182,-6.063087406233077e-16,-7.353916155311102e-16,7.715831044739564e-16,,,,7.470978737975781e-17,2.6674446871316017e-40,-8.339877749396631e-40,-1.211532106349697e-38,,,,-1.9542355405458475e-40,948,2382,2185,3578
183,-6.244876595406824e-16,-7.363113691120628e-16,1.8495117752581315e-15,,,,7.786181273916592e-17,2.722123369364418e-40,-7.897731280559738e-40,-1.1843721998589353e-38,,,,-1.817630202706503e-40,948,2382,2185,3578
184,-6.355191815984192e-16,-7.268963571133397e-16,3.0014969879207943e-15,,,,8.020502674364811e-17,2.7433628044454963e-40,-7.302703160408078e-40,-1.1379255864322374e-38,,,,-1.6425995330524925e-40,948,2382,2185,3578
185,-6.385825901001684e-16,-7.06318845992265e-16,4.218121956174865e-15,,,,8.163106112751577e-17,2.7277530737376483e-40,-6.548998582863632e-40,-1.071056210810705e-38,,,,-1.4280476006445224e-40,948,2382,2185,3578
186,-6.328936191182805e-16,-6.738321075038878e-16,5.488179494121061e-15,,,,8.20344509745857e-17,2.672088678292277e-40,-5.632529505028397e-40,-9.828114052053067e-39,,,,-1.1733358752017734e-40,948,2382,2185,3578
187,-6.177189417991937e-16,-6.287885186614151e-16,6.798664140752319e-15,,,,8.13143972261567e-17,2.5734329110147267e-40,-4.551131204060011e-40,-8.724524236905785e-39,,,,-8.78334794847302e-41,948,2382,2185,3578
188,-5.923912849688627e-16,-5.706579421767945e-16,8.134789001371695e-15,,,,7.937662704395651e-17,2.4291844105091458e-40,-3.304771751668482e-40,-7.394847884041616e-39,,,,-5.434729259361743e-41,948,2382,2185,3578
189,-5.563250143724313e-16,-4.99046153341555e-16,9.48002936587816e-15,,,,7.613533479919003e-17,2.2371451575947264e-40,-1.8957507831952817e-40,-5.836880005931704e-39,,,,-1.6978279535635354e-41,948,2382,2185,3578
190,-5.090320137474059e-16,-4.137130568886715e-16,1.0816194976472353e-14,,,,7.151518371577857e-17,1.995589086352038e-40,-3.2888375285220356e-41,-4.051441369767371e-39,,,,2.4105756272608636e-41,948,2382,2185,3578
191,-4.501376603314808e-16,-3.1459041650162373e-16,1.2123532586006027e-14,,,,6.545334548041778e-17,1.7033303958568634e-40,1.3883322820275403e-40,-2.04264823080096e-39,,,,6.86688332138569e-41,948,2382,2185,3578
192,-3.79396679686358e-16,-2.017988007460494e-16,1.338086017213394e-14,,,,5.790155248519807e-17,1.3597905680214812e-40,3.245575411425957e-40,1.8183949103576816e-40,,,,1.1640379155677235e-40,948,2382,2185,3578
193,-2.967086442381112e-16,-7.566343274423556e-17,1.456573385137256e-14,,,,4.882813483405605e-17,9.650630227937881e-41,5.229582280415261e-40,2.61059710787962e-39,,,,1.669300219101493e-40,948,2382,2185,3578
194,-2.0213286306963618e-16,6.327138264748821e-17,1.5654648171486018e-14,,,,3.822001186858424e-17,5.19974276023458e-41,7.324062283010194e-40,5.2282467805150385e-39,,,,2.197920219187468e-40,948,2382,2185,3578
195,-9.590239564040546e-17,2.142295906025125e-16,1.662327005133201e-14,,,,2.6084605800094472e-17,2.614040928978022e-42,9.509646619061135e-40,8.015307563232193e-39,,,,2.744588786401908e-40,948,2382,2185,3578
196,2.1563090350168137e-17,3.76192819864507e-16,1.744670618614612e-14,,,,1.2451643123263172e-17,-5.139823833863652e-41,1.1763876176864432e-39,1.0948089572372726e-38,,,,3.30324770002518e-40,948,2382,2185,3578
197,1.4964590639736074e-16,5.478922630345092e-16,1.8099803245714683e-14,,,,-2.6251921168667985e-18,-1.0970544380432222e-40,1.4061232023172505e-39,1.3998637879118546e-38,,,,3.86710573004618e-40,948,2382,2185,3578
198,2.8752067182511925e-16,7.278033460247838e-16,1.8557479666263863e-14,,,,-1.9066790376953707e-17,-1.7188177345741598e-40,1.6373212030944317e-39,1.7134731544146747e-38,,,,4.428666588104405e-40,948,2382,2185,3578
199,4.3414668239357337e-16,9.141435214672125e-16,1.8795087278273373e-14,,,,-3.6767371992748617e-17,-2.3740707632297215e-40,1.8668456850502463e-39,2.0319942935161289e-38,,,,4.979769455436978e-40,948,2382,2185,3578
200,5.882626165659441e-16,1.1048735077838526e-15,1.8788800426737137e-14,,,,-5.559350426156216e-17,-3.0566544063676305e-40,2.0912928029532496e-39,2.3513762093223224e-38,,,,5.5116426837474124e-40,948,2382,2185,3578
201,7.483838717183551e-16,1.2977022767781333e-15,1.8516029633412066e-14,,,,-7.538341847463275e-17,-3.759450059501777e-40,2.30701406102115e-39,2.6671790436387547e-38,,,,6.014971133900663e-40,948,2382,2185,3578
202,9.128028125349549e-16,1.4900960677172422e-15,1.79558562289303e-14,,,,-9.594666445551058e-17,-4.474391156308484e-40,2.5101451977286764e-39,2.9746007506657623e-38,,,,6.479977467575303e-40,948,2382,2185,3578
203,1.0795921988616903e-15,1.6792916747402983e-15,1.7089483753731356e-14,,,,-1.170641388763256e-16,-5.192489180850758e-40,2.696640809979962e-39,3.268511377716068e-38,,,,6.896517538843596e-40,948,2382,2185,3578
204,1.2466120401486612e-15,1.8623142169025808e-15,1.5900701298825478e-14,,,,-1.3848852170682575e-16,-5.903875145984565e-40,2.8623147603166663e-39,3.543495174056803e-38,,,,7.2541898467738365e-40,948,2382,2185,3578
205,1.4115200980971518e-15,2.0359995561904065e-15,1.4376353339404847e-14,,,,-1.5994515256965023e-16,-6.597857389062226e-40,3.002886333052245e-39,3.7939006598468115e-38,,,,7.542458807539974e-40,948,2382,2185,3578
206,1.5717862281048989e-15,2.1970214784366915e-15,1.2506810015946317e-14,,,,-1.811333755041882e-16,-7.262996384266062e-40,3.114032020692204e-39,4.013898686759868e-38,,,,7.75079138649249e-40,948,2382,2185,3578
207,1.7247107134987096e-15,2.3419236953493215e-15,1.0286431248990922e-14,,,,-2.0172837666273106e-16,-7.887197095113159e-40,3.1914427312885696e-39,4.1975484117234857e-38,,,,7.868806398843328e-40,948,2382,2185,3578
208,1.867446704356192e-15,2.4671566630488482e-15,7.714017546067862e-15,,,,-2.2138353476697188e-16,-8.45781919112457e-40,3.2308861111931887e-39,4.3388709859106304e-38,,,,7.886435544046683e-40,948,2382,2185,3578
209,1.99702682502601e-15,2.56911914392066e-15,4.793239883510425e-15,,,,-2.3973329874001775e-16,-8.961805229964898e-40,3.228273576871136e-39,4.431930633537061e-38,,,,7.794094985968865e-40,948,2382,2185,3578
210,2.1103939614217964e-15,2.644204364653331e-15,1.5330406337559408e-15,,,,-2.563966008088774e-16,-9.385826661530437e-40,3.179731545009554e-39,4.470922660174812e-38,,,,7.582866031239191e-40,948,2382,2185,3578
211,2.204436181042449e-15,2.6888505446088845e-15,-2.0520028281254567e-15,,,,-2.70980806565704e-16,-9.716447244902312e-40,3.081676243249649e-39,4.4502677894258226e-38,,,,7.244683194810935e-40,948,2382,2185,3578
212,2.2760256758104694e-15,2.6995954858207087e-15,-5.9413604546979285e-15,,,,-2.830861960154121e-16,-9.94030318461539e-40,2.930891375762431e-39,4.3647120813424084e-38,,,,6.77252767812333e-40,948,2382,2185,3578
