FRAMES,First_FORCE_X,First_FORCE_Y,First_FORCE_Z,First_COFP_X,First_COFP_Y,First_COFP_Z,First_FREEMOMENT_Z,Second_FORCE_X,Second_FORCE_Y,Second_FORCE_Z,Second_COFP_X,Second_COFP_Y,Second_COFP_Z,Second_FREEMOMENT_Z,Heel_Strike1,Toe_Off1,Heel_Strike2
1435,0.0322826954257909,-0.07452958053704838,-0.1596740579257584,,,,-0.0007251862502339831,1.4352382770292995,-0.9607759389582815,10.08975955177674,0.158,0.67581,0.0,0.14552201651569174,928,480,1760
1436,0.02696757100081188,-0.06469747827305694,-0.13146921271980677,,,,-0.0005951052602073401,1.4493936721102259,-0.9650489040130014,10.160906719675186,0.15793,0.6753,0.0,0.14520448643015194,928,480,1760
1437,0.021086878915605158,-0.05303655154671342,-0.10085510762300187,,,,-0.00045379972168798526,1.4636711222939633,-0.9688187320343669,10.23222825800609,0.15846,0.67598,0.0,0.14484156322684116,928,480,1760
1438,0.015056318378102106,-0.04049414043437258,-0.06991208798607591,,,,-0.00031111586270458105,1.4780592233756569,-0.9720245427040471,10.303665424674929,0.15803,0.67603,0.0,0.14443271592555926,928,480,1760
1439,0.009222745629953611,-0.027888402196582573,-0.04035185002714277,,,,-0.0001750916479156211,1.4925439679434063,-0.9746099017578532,10.375157574833631,0.15798,0.67337,0.0,0.14397709207777742,928,480,1760
1440,0.003860205879817253,-0.015893084307621,-0.013503557021833585,,,,-5.1916924626890416e-05,1.5071092210466908,-0.9765264081272638,10.446646232276878,0.15788,0.6736,0.0,0.14347371410236565,928,480,1760
1441,-0.0008302019604236578,-0.0050310525453751065,0.009681130381079688,,,,5.402173101381007e-05,1.5217372727258998,-0.977737391007026,10.51807968104004,0.15777,0.67135,0.0,0.1429218046445197,928,480,1760
1442,-0.004717168437434236,0.004324374941322686,0.028607015454521104,,,,0.00014002504814838906,1.5364095015790258,-0.9782215600228142,10.589418036262826,0.15773,0.67428,0.0,0.14232122491890198,928,480,1760
1443,-0.007733351522200855,0.011941490317403271,0.04300160681520629,,,,0.0002049092262012618,1.5511071837338577,-0.9779764377469699,10.660638637252857,0.15785,0.67406,0.0,0.1416729941428317,928,480,1760
1444,-0.009867556472392966,0.017717009569166695,0.05287208039815133,,,,0.00024879409234897373,1.5658124601498802,-0.9770213836945391,10.731741375248887,0.15793,0.67425,0.0,0.14097984219976917,928,480,1760
1445,-0.011155584232453875,0.02165904873651853,0.05845635297949397,,,,0.00027286680406103344,1.580509433929401,-0.975399999274684,10.80275338275295,0.1574,0.67118,0.0,0.14024673971270407,928,480,1760
1446,-0.01167038052423894,0.023867651282242674,0.06017144260905144,,,,0.00027913558458114615,1.5951853237342581,-0.9731816929342293,10.873732493931266,0.1576,0.67312,0.0,0.1394813526841257,928,480,1760
1447,-0.011512056525061638,0.02451416457069136,0.05856194740931415,,,,0.0002701863355821977,1.6098315710414934,-0.9704621848426677,10.944769015305294,0.15773,0.67331,0.0,0.13869437808606122,928,480,1760
1448,-0.010798271454993673,0.023820621475334418,0.0542510403193485,,,,0.0002489529264655404,1.62444480045829,-0.9673627461666557,11.015985517070359,0.1574,0.67137,0.0,0.1378997264172085,928,480,1760
1449,-0.009655374716459456,0.022040105203506376,0.0478958901364977,,,,0.00021850968323565358,1.6390275585288985,-0.964028016060095,11.08753450851074,0.15774,0.67182,0.0,0.1371145270417879,928,480,1760
1450,-0.008210607098677363,0.01943887634007233,0.04014891199455675,,,,0.00018189224514091753,1.6535887899201243,-0.9606223278029963,11.159594001590513,0.1579,0.67132,0.0,0.13635894524871187,928,480,1760
1451,-0.006585562821108208,0.01628083434482334,0.03162575214700926,,,,0.00014195065686538398,1.668144035547996,-0.9573245870377636,11.232361094816767,0.1573,0.6704,0.0,0.13565581549558334,928,480,1760
1452,-0.004891021716281788,0.012814682958887089,0.02288044636621666,,,,0.00010123642618658988,1.68271535165417,-0.954321851198207,11.306043811844344,0.15785,0.67004,0.0,0.13503010785904018,928,480,1760
1453,-0.003223177457803897,0.00926397975150287,0.014387776674431769,,,,6.192338405051709e-05,1.6973309541496728,-0.9518018411623203,11.380851520361496,0.15801,0.67011,0.0,0.13450825165758024,928,480,1760
1454,-0.0016612161618427827,0.005820081701233635,0.006532500206350277,,,,2.576059255954146e-05,1.7120245875361242,-0.949944673573303,11.456984361412418,0.15764,0.67042,0.0,0.13411734455119254,928,480,1760
1455,-0.0002661416294386539,0.0026378563465805677,-0.00039515578699572093,,,,-5.945711383096029e-06,1.7268346030427295,-0.9489141493803345,11.53462223363983,0.15715,0.66649,0.0,0.1338842812613517,928,480,1760
1456,0.0009193003020751954,-0.00016608537767021648,-0.006198544781862564,,,,-3.232506292629392e-05,1.741802719915826,-0.9488489862598782,11.613913969031403,0.15754,0.66989,0.0,0.13383484306060728,928,480,1760
1457,0.0018697754579580074,-0.0025129619482147938,-0.010769143340192446,,,,-5.291511162241576e-05,1.7569724603999333,-0.9498544421714784,11.694967355328709,0.15779,0.66866,0.0,0.13399279180711351,928,480,1760
1458,0.002575786476786761,-0.004359581144121375,-0.014077596867473511,,,,-6.761813230188211e-05,1.772387304023744,-0.9519948313228804,11.77784056180353,0.15766,0.67018,0.0,0.13437900683275428,928,480,1760
1459,0.0030415669995922288,-0.005694695231691044,-0.016162286864071333,,,,-7.66464706220224e-05,1.7880886805987992,-0.9552874615468067,11.862535342246744,0.15691,0.66979,0.0,0.13501069473280763,928,480,1760
1460,0.003282636328561661,-0.006534362130803193,-0.017116393217057307,,,,-8.046145158734322e-05,1.8041139761158778,-0.9596985037230927,11.948992239539912,0.15731,0.66917,0.0,0.1359006996784198,928,480,1760
1461,0.003323191446530954,-0.006916705195086243,-0.01707434007235568,,,,-7.970985891798012e-05,1.8204947384051298,-0.9651412248412452,12.037087995520702,0.15706,0.66724,0.0,0.1370569457508649,928,480,1760
1462,0.00319349242281458,-0.0068964298308974315,-0.01619839901618856,,,,-7.516153991245031e-05,1.8372552428034499,-0.9714768721100846,12.126635450431495,0.15766,0.66794,0.0,0.1384820454617767,928,480,1760
1463,0.0029273720817454426,-0.006539408740579699,-0.01466608910704121,,,,-6.765105280368434e-05,1.8544115289549523,-0.9785183016199649,12.217386271084864,0.15727,0.66632,0.0,0.14017310377793976,928,480,1760
1464,0.002559973304199134,-0.005917593326152664,-0.012658869448759099,,,,-5.80255963780813e-05,1.8719709662997128,-0.9860362379145114,12.309036762177238,0.15725,0.66837,0.0,0.14212173491849447,928,480,1760
1465,0.0021257892030341454,-0.0051044506607365505,-0.010352475114553443,,,,-4.710078442919883e-05,1.8899323549996185,-0.9937678655191202,12.401236777259475,0.15728,0.66782,0.0,0.14431429554533126,928,480,1760
1466,0.0016570541464772665,-0.004171066916427863,-0.007909108616864327,,,,-3.562518371139866e-05,1.9082865143458116,-1.001427301332486,12.493601439025394,0.15731,0.66764,0.0,0.1467323282285417,928,480,1760
1467,0.0011825084029194553,-0.003183002176141385,-0.005471572582021744,,,,-2.4253949721744725e-05,1.9270172482383279,-1.0087173745549876,12.585725119805641,0.15788,0.66779,0.0,0.1493532037787776,928,480,1760
1468,0.0007265369541780193,-0.0021979304987737956,-0.0031593191115172085,,,,-1.3531388984256575e-05,1.9461025207241998,-1.0153420536676443,12.677196997857779,0.15748,0.66681,0.0,0.15215094701525408,928,480,1760
1469,0.0003086643865103068,-0.0012640546768965047,-0.0010663002756820927,,,,-3.881861694421949e-06,1.965515646275091,-1.021018826149975,12.76761749188045,0.15728,0.66687,0.0,0.1550972254634815,928,480,1760
1470,-5.66269424304668e-05,-0.00041924844301435485,0.000739566321200035,,,,4.391879681107142e-06,1.9852263131288514,-1.0254903723466837,12.856614928178844,0.15733,0.66529,0.0,0.15816247353468488,928,480,1760
1471,-0.00035979895744953864,0.00030914950037726896,0.00221555279258516,,,,1.1104041934374476e-05,2.005201311168596,-1.0285349714880412,12.94386183612421,0.15747,0.66621,0.0,0.16131711473723764,928,480,1760
1472,-0.0005959304393915753,0.0009039852747872262,0.0033421629693782865,,,,1.617608869645121e-05,2.025404912305321,-1.0299751970498803,13.029090232970253,0.15743,0.66795,0.0,0.16453283037884794,928,480,1760
1473,-0.0007642136224748485,0.0013574911235978472,0.004120339065076407,,,,1.962328648749512e-05,2.0457989285697726,-1.029684565467004,13.112105142600662,0.1573,0.66767,0.0,0.16778380606316515,928,480,1760
1474,-0.0008673283530435356,0.0016701506367015422,0.00456810719303535,,,,2.1538776059141174e-05,2.0663425327615905,-1.0275918968136382,13.192795483704357,0.15781,0.66701,0.0,0.17104787205093736,928,480,1760
1475,-0.0009107447229537718,0.0018493387277432958,0.004716919212323051,,,,2.2076361142098377e-05,2.0869919608946823,-1.023683247858431,13.271141489079746,0.15702,0.66498,0.0,0.17430744920213534,928,480,1760
1476,-0.0009020003698541977,0.001907840361130337,0.004607921624180361,,,,2.1433076687054015e-05,2.107700225385604,-1.0180013909687515,13.347218014823458,0.15737,0.66652,0.0,0.1775502250571858,928,480,1760
1477,-0.0008499923933589289,0.001862341153195698,0.004288348398400936,,,,1.983243714714319e-05,2.1284169565806965,-1.0106429227092095,13.421193368979894,0.15734,0.66733,0.0,0.18076951053526719,928,480,1760
1478,-0.0007643166269047591,0.0017319692500260917,0.003808196505011374,,,,1.750908541464443e-05,2.1490884634377276,-1.0017531825985702,13.493323536319936,0.15732,0.66577,0.0,0.18396425584541182,928,480,1760
1479,-0.0006546793438302933,0.0015369524556141986,0.003217303140664517,,,,1.4695376593388976e-05,2.1696580725387347,-0.9915192461666704,13.563941922290384,0.1569,0.66334,0.0,0.18713872797254344,928,480,1760
1480,-0.0005303988157940412,0.0012974384894806849,0.0025629044150376236,,,,1.161024815166234e-05,2.1900667800910143,-0.9801613328936719,13.633445046046923,0.15729,0.66568,0.0,0.19030187204643298,928,480,1760
1481,-0.0004000068614085404,0.0010325103980325047,0.0018877184521631063,,,,8.450557590024627e-06,2.210254233408704,-0.967923041249498,13.70227493568688,0.15647,0.66235,0.0,0.1934663971365474,928,480,1760
1482,-0.0002709539218696996,0.0007594142752159148,0.0012285628968567292,,,,5.384917032335572e-06,2.230160030464476,-0.9550608847821658,13.770899209954827,0.157,0.66312,0.0,0.19664764466364698,928,480,1760
1483,-0.00014941549521817112,0.0004930031420451737,0.0006154887062775532,,,,2.5499255907366313e-06,2.2497252788525457,-0.9418336438534013,13.839789934502017,0.15668,0.66293,0.0,0.19986231475406768,928,480,1760
1484,-4.0193088938670095e-05,0.0002453894969500866,7.13894560027276e-05,,,,4.859757550868318e-08,2.2688943026685022,-0.9284920564407733,13.909402359355008,0.15661,0.66166,0.0,0.20312714006370494,928,480,1760
1485,5.330072430863573e-05,2.5789921890511978e-05,-0.0003879715648897246,,,,-2.0492914725549603e-06,2.287616351538205,-0.9152693423511525,13.980154615664222,0.15637,0.66097,0.0,0.206457603934344,928,480,1760
1486,0.00012898604180870156,-0.00015946169367728443,-0.0007535855385584503,,,,-3.705268916878633e-06,2.305847161333233,-0.9023729869839727,14.052409385007861,0.15669,0.66147,0.0,0.20986679715087003,928,480,1760
1487,0.00018600248843253527,-0.0003067603034433442,-0.0010225487320451412,,,,-4.908992921559355e-06,2.323550232955914,-0.8899781087809487,14.12645845208134,0.15617,0.65974,0.0,0.2133644933546517,928,480,1760
1488,0.00022455402274033375,-0.0004149656505535339,-0.0011972160587982422,,,,-5.6742016313473685e-06,2.340697721054112,-0.8782226121620577,14.202510912028679,0.15655,0.66145,0.0,0.21695649851685306,928,480,1760
1489,0.0002457261969211623,-0.00048505895787696515,-0.00128423146290009,,,,-6.034126729074005e-06,2.357270857911835,-0.8672042009304421,14.280685641514905,0.15603,0.65905,0.0,0.22064429941453306,928,480,1760
1490,0.00025128938861294784,-0.0005197502187335747,-0.0012935031248928121,,,,-6.036685374474128e-06,2.3732598872376798,-0.8569792095585147,14.361008466148583,0.15625,0.65991,0.0,0.22442500543019855,928,480,1760
1491,0.00024350002563936843,-0.0005230635505155954,-0.0012371831958112483,,,,-5.739724596453339e-06,2.388663543613373,-0.8475631181331589,14.443414242520001,0.15589,0.65953,0.0,0.22829155336255724,928,480,1760
1492,0.00022490997486870925,-0.0004999247071619726,-0.0011287018602400675,,,,-5.206545174546499e-06,2.4034881654890965,-0.8389325646839026,14.527753790488473,0.15552,0.65936,0.0,0.23223313211992994,928,480,1760
1493,0.00019819221263018527,-0.0004557708320979628,-0.0009818947624600598,,,,-4.501881387731391e-06,2.4177465589206735,-0.8310286464572326,14.6138052623821,0.15564,0.65977,0.0,0.23623578305150364,928,480,1760
1494,0.00016598877125277556,-0.00039619817501752386,-0.000810251875151598,,,,-3.6884618273634983e-06,2.4314567375334053,-0.8237612840820365,14.701289154844773,0.15628,0.66162,0.0,0.24028313371150176,928,480,1760
1495,0.00013078488070774168,-0.0003266590654732402,-0.0006263053209109073,,,,-2.8242273867079506e-06,2.4446406549513133,-0.8170144037751026,14.789885813368404,0.15628,0.66149,0.0,0.2443572191032748,928,480,1760
1496,9.481129120375539e-05,-0.00025221516485770553,-0.00044116393415600055,,,,-1.9602376442144324e-06,2.457323017693828,-0.8106516906389127,14.879254038269675,0.1566,0.66065,0.0,0.24843933589567685,928,480,1760
1497,5.9975044573667505e-05,-0.00017735009183816357,-0.0002641938192589074,,,,-1.1392576962870388e-06,2.46953022393636,-0.8045226908166218,14.969049372686307,0.15618,0.6622,0.0,0.25251087104047354,928,480,1760
1498,2.7817509629660868e-05,-0.00010584107324184963,-0.00010283704947566662,,,,-3.949850781217788e-07,2.4812894354111186,-0.7984690805110727,15.058940875254075,0.15576,0.65967,0.0,0.2565540525274654,928,480,1760
1499,-5.026617186741579e-07,-4.068640494899426e-05,3.7444917614525084e-05,,,,2.4814874951475095e-07,2.4926277745685934,-0.7923309532502375,15.148625585234376,0.15627,0.66064,0.0,0.2605525846565094,928,480,1760
1500,-2.4204855230664476e-05,1.5916735767133524e-05,0.00015312053316687482,,,,7.74685704251169e-07,2.5035716423766674,-0.7859529787757032,15.23784033140685,0.15569,0.65793,0.0,0.2644921491365504,928,480,1760
1501,-4.286384709858153e-05,6.255119393843758e-05,0.00024245007233208136,,,,1.1774513465280413e-06,2.5141461540452816,-0.7791902482894038,15.326370863776615,0.15644,0.66045,0.0,0.26836077264996183,928,480,1760
1502,-5.637322486033056e-05,9.852352200528464e-05,0.00030528118404377763,,,,1.4565666687187745e-06,2.5243746851576145,-0.7719135684019732,15.41405841367611,0.15632,0.66032,0.0,0.2721490748983242,928,480,1760
1503,-6.489894813060971e-05,0.0001237809481968894,0.0003427989672081921,,,,1.6182587725188161e-06,2.5342785209027294,-0.7640139449392191,15.500803743741946,0.15576,0.65914,0.0,0.2758504130014219,928,480,1760
1504,-6.882694887986365e-05,0.00013881007461194142,0.00035725032933937693,,,,1.6735619691570536e-06,2.543876611764995,-0.7554060271887042,15.586568639930734,0.15613,0.66054,0.0,0.2794609293588955,928,480,1760
1505,-6.870833375478544e-05,0.0001445252865539145,0.0003516604534111745,,,,1.6369914190363755e-06,2.5531854500197775,-0.7460303511674923,15.671374699068235,0.15632,0.66088,0.0,0.2829794967884057,928,480,1760
1506,-6.520529191785763e-05,0.00014215406981765358,0.00032955669845293584,,,,1.5252594691344371e-06,2.562219080657933,-0.735854311867926,15.755299190143287,0.15566,0.66195,0.0,0.28640754349165437,928,480,1760
1507,-5.904027357631347e-05,0.00013312541855502825,0.0002947124054978812,,,,1.35609135227636e-06,2.570989248780946,-0.7248718986951566,15.83846774964735,0.15663,0.66222,0.0,0.2897487366639761,928,480,1760
1508,-5.0950426299464796e-05,0.00011896636047764185,0.00025092007163888614,,,,1.1471827998067809e-06,2.57950567562745,-0.7131023243005273,15.921043805169903,0.15583,0.65926,0.0,0.2930085113077437,928,480,1760
1509,-4.1648693473270024e-05,0.00010121040874156836,0.00020180036533697218,,,,9.153281876326553e-07,2.5877764568977124,-0.7005877340555635,16.003214952749406,0.15619,0.66087,0.0,0.2961934499824483,928,480,1760
1510,-3.1792421439298684e-05,8.132054119254057e-05,0.0001506506307402018,,,,6.757347458553801e-07,2.5958085848810826,-0.6873901885521093,16.08517693887657,0.15609,0.66001,0.0,0.2993105436868942,928,480,1760
1511,-2.195981259782399e-05,6.062816618615574e-05,0.00010033398093349119,,,,4.41526626165592e-07,2.60360859008095,-0.6735880878060199,16.167116238364173,0.15612,0.65946,0.0,0.30236638537143007,928,480,1760
1512,-1.2634118377909334e-05,4.028850558266524e-05,5.320789095161511e-05,,,,2.2343260065608265e-07,2.6111832592015127,-0.6592721897150483,16.2491923771159,0.15622,0.65975,0.0,0.3053663625693226,928,480,1760
1513,-4.195099768212453e-06,2.1251942402285854e-05,1.1089421305648686e-05,,,,2.9643078870633755e-08,2.6185403212724143,-0.6445413782024939,16.331521148797897,0.15582,0.65926,0.0,0.3083139262227189,928,480,1760
1514,3.0830003138048403e-06,4.250163163452134e-06,-2.4747146458043673e-05,,,,-1.341839362706141e-07,2.6256889391952143,-0.6294983433276874,16.41415977379828,0.15596,0.65966,0.0,0.31121001803445997,928,480,1760
1515,9.02792854792064e-06,-1.0204618212172026e-05,-5.354540206926381e-05,,,,-2.647924057718924e-07,2.632639835289393,-0.6142453356665842,16.497094884753274,0.15587,0.65995,0.0,0.31405273317877436,928,480,1760
1516,1.3561412592088505e-05,-2.1809438225683545e-05,-7.502028397328073e-05,,,,-3.6109997806209805e-07,2.6394049233078176,-0.5988801553823596,16.580234041148767,0.15601,0.65906,0.0,0.31683727483938234,928,480,1760
1517,1.6687795703235053e-05,-3.045165359426498e-05,-8.929575234958002e-05,,,,-4.2389905524081283e-07,2.6459964024888376,-0.5834925351535416,16.66340133346557,0.15596,0.65985,0.0,0.31955622348781354,928,480,1760
1518,1.848042206584973e-05,-3.6183653168991186e-05,-9.683230867033656e-05,,,,-4.555134709971216e-07,2.6524253716548287,-0.5681610643950809,16.746337556148294,0.15608,0.65926,0.0,0.3222001051866822,928,480,1760
1519,1.9066812098975825e-05,-3.9193495913976756e-05,-9.834959919784354e-05,,,,-4.594349874060751e-07,2.6587001136972446,-0.5529507672818641,16.828705375705532,0.15572,0.65878,0.0,0.3247582108788722,928,480,1760
1520,1.8613558392399915e-05,-3.9773590261781605e-05,-9.474873388437559e-05,,,,-4.3996089130179713e-07,2.664824249359971,-0.5379113906461598,16.910099844186615,0.15594,0.65861,0.0,0.3272196013860583,928,480,1760
1521,1.7311735817550168e-05,-3.828928409831185e-05,-8.703821504600688e-05,,,,-4.0185046487095644e-07,2.670794953470687,-0.5230763985689647,16.99006446752802,0.15582,0.65973,0.0,0.3295742312110126,928,480,1760
1522,1.536346517990885e-05,-3.5148935878566744e-05,-7.626655972038087e-05,,,,-3.500142871871781e-07,2.6766013933822763,-0.5084626322295764,17.06811280801542,0.15583,0.65943,0.0,0.33181412898982243,928,480,1760
1523,1.2970108934524076e-05,-3.0776709278042276e-05,-6.34638678360802e-05,,,,-2.892464333312048e-07,2.682223525870797,-0.49407058609115273,17.143755295482624,0.15576,0.65888,0.0,0.3339345730360479,928,480,1760
1524,1.0322419023711706e-05,-2.558899735619107e-05,-4.959377988114114e-05,,,,-2.2400587992306078e-07,2.6876313858674363,-0.4798852633796958,17.216530603035785,0.15595,0.65779,0.0,0.33593519645227793,928,480,1760
1525,7.592808279762578e-06,-1.997505546548859e-05,-3.55165189231626e-05,,,,-1.5824996503561306e-07,2.6927849984033547,-0.4658775876241259,17.28604064895824,0.15534,0.65849,0.0,0.3378209556213917,928,480,1760
1526,4.929783830626684e-06,-1.4282119697719887e-05,-2.1963050031894907e-05,,,,-9.531970984361297e-08,2.6976350219203407,-0.45200635188132643,17.351987976888676,0.15567,0.65865,0.0,0.3396029022193758,928,480,1760
1527,2.4544676099137733e-06,-8.805020559114791e-06,-9.519834055510909e-06,,,,-3.787427145541164e-08,2.7021241877325415,-0.4382206743411228,17.414213881446617,0.15578,0.65888,0.0,0.3412987061440685,928,480,1760
1528,2.5903782860428684e-07,-3.7800773074157072e-06,1.3767872918245286e-06,,,,1.2130194635785962e-08,2.706189557973241,-0.4244628968959573,17.47273521480097,0.15593,0.65875,0.0,0.34293287674729567,928,480,1760
1529,-1.5931429485836055e-06,6.17118872292235e-07,1.043785899592057e-05,,,,5.3423418229146945e-08,2.7097655965507355,-0.4106718322970219,17.527777447144064,0.15547,0.6576,0.0,0.3445366233810696,928,480,1760
1530,-3.0659930201491473e-06,4.2705537725473695e-06,1.751222219265286e-05,,,,8.537269659502511e-08,2.712788023964752,-0.39678625978131116,17.57980135002503,0.15557,0.65796,0.0,0.34614729410046424,928,480,1760
1531,-4.148074244909961e-06,7.1198744212838065e-06,2.2571652931920002e-05,,,,1.0791082936447945e-07,2.7151983879663977,-0.3827485808656774,17.62952061975521,0.15596,0.65742,0.0,0.3478073430142058,928,480,1760
1532,-4.84916168652923e-06,9.154351074826397e-06,2.5692321318476225e-05,,,,1.2144772773017454e-07,2.71694922237848,-0.36850854497054897,17.67790781331711,0.15565,0.65809,0.0,0.34956280354445207,928,480,1760
1533,-5.196318766242843e-06,1.0405360272938618e-05,2.7034086317907323e-05,,,,1.2677272458532253e-07,2.7180095919211475,-0.3540269259772307,17.726186129170635,0.15544,0.65709,0.0,0.3514612827403308,928,480,1760
1534,-5.2297525567777395e-06,1.0938001204610578e-05,2.6819002966361923e-05,,,,1.2495393322695267e-07,2.7183707363393563,-0.33927899268886075,17.775804867102437,0.15563,0.65723,0.0,0.3535495344625892,928,480,1760
1535,-4.998690198685241e-06,1.0842401265938575e-05,2.531023444320196e-05,,,,1.1724011892648039e-07,2.7180514423455833,-0.3242575881189683,17.828396865715067,0.15566,0.65801,0.0,0.35587070530395015,928,480,1760
1536,-4.557477288767273e-06,1.0225191928970185e-05,2.2792348002408525e-05,,,,1.0496953692226623e-07,2.7171027118113265,-0.3089756207498833,17.88571684151378,0.15571,0.65787,0.0,0.35846136377313637,928,480,1760
1537,-3.962055517969106e-06,9.20154956992628e-06,1.9553746419391357e-05,,,,8.948912295376727e-08,2.7156112807499033,-0.2934677746887179,17.94956036283131,0.15596,0.65788,0.0,0.36134842089302904,928,480,1760
1538,-3.266932539614155e-06,7.888103909310396e-06,1.587175890737044e-05,,,,7.208636040814609e-08,2.713701568528313,-0.2777912629431163,18.02166424279351,0.15565,0.65768,0.0,0.3645460462027663,928,480,1760
1539,-2.522714339999742e-06,6.396924648586572e-06,1.2000698730663119e-05,,,,5.393514322638251e-08,2.7115356736548923,-0.2620254742591422,18.103590454090615,0.156,0.65816,0.0,0.36805269500105836,928,480,1760
1540,-1.774231120382275e-06,4.830709320905289e-06,8.162997947153771e-06,,,,3.605604643412892e-08,2.709311067276598,-0.2462703939206463,18.196597192211577,0.15579,0.65754,0.0,0.37184839443656215,928,480,1760
1541,-1.0592532683894101e-06,3.2792159147554274e-06,4.5433593650813375e-06,,,,1.9290635631297064e-08,2.707255680702944,-0.23064371201599804,18.30150232066214,0.15537,0.65707,0.0,0.3758924785911641,928,480,1760
1542,-4.077653198495336e-07,1.816915100518816e-06,1.2857260491362622e-06,,,,4.2888111019999024e-09,2.705620164463434,-0.2152765749609181,18.418545992671568,0.15575,0.6584,0.0,0.3801220000705432,928,480,1760
1543,1.5825662370327562e-07,5.017805551505411e-07,-1.507238481877174e-06,,,,-8.492300611754082e-09,2.7046672282154027,-0.20030799574980834,18.54726063894118,0.15581,0.65775,0.0,0.38445106302888266,928,480,1760
1544,6.246346518686459e-07,-6.249072798953075e-07,-3.7725408292770218e-06,,,,-1.8779725666976575e-08,2.7046581448663884,-0.18587801740343746,18.686357643293444,0.15544,0.65709,0.0,0.38877131563748546,928,480,1760
1545,9.84426592443577e-07,-1.5378986565682523e-06,-5.483544132309733e-06,,,,-2.6468297519706526e-08,2.7058366986776887,-0.17211981352051725,18.83364083903214,0.15586,0.65733,0.0,0.3929538145704214,928,480,1760
1546,1.2370963372469742e-06,-2.226625302967017e-06,-6.645390879156665e-06,,,,-3.159864971969684e-08,2.7084110613708616,-0.15915099811568562,18.985957385174896,0.15563,0.65703,0.0,0.39685243577589396,928,480,1760
1547,1.3875013884965347e-06,-2.6933427420255037e-06,-7.289593804226523e-06,,,,-3.433155539890074e-08,2.712534282425078,-0.14706450385018965,19.139196507553326,0.15545,0.65618,0.0,0.40030895496202124,928,480,1760
1548,1.4447774263542234e-06,-2.950938641326189e-06,-7.468197759366648e-06,,,,-3.4920477169528576e-08,2.7182842674396124,-0.13591948387659092,19.288345877297502,0.15585,0.65696,0.0,0.40315985568594226,928,480,1760
1549,1.421191856650568e-06,-3.020569931802841e-06,-7.247871354790955e-06,,,,-3.368397752135406e-08,2.7256442841451283,-0.12573280057729633,19.427613941241635,0.15566,0.65684,0.0,0.40524483920581844,928,480,1760
1550,1.3310281633053128e-06,-2.929273520866312e-06,-6.704232450868195e-06,,,,-3.097937908753137e-08,2.734485183787624,-0.1164717705179321,19.55062425773149,0.15578,0.65612,0.0,0.40641690521658047,928,480,1760
1551,1.1895513365161934e-06,-2.7076732440570924e-06,-5.9166506778501155e-06,,,,-2.717877688741772e-08,2.7445506599659844,-0.10804892062816907,19.650684838396803,0.15509,0.65573,0.0,0.4065537486500246,928,480,1760
1552,1.0120924778701497e-06,-2.3878810399578384e-06,-4.963707088103793e-06,,,,-2.264820938883638e-08,2.7554469759731446,-0.10031955945403002,19.721131726108542,0.15531,0.65652,0.0,0.40557008263287786,928,480,1760
1553,8.132786000065356e-07,-2.0016648192745355e-06,-3.919429280660252e-06,,,,-1.773050788625002e-08,2.766638649168744,-0.09308295515423848,19.75574164236354,0.15565,0.65729,0.0,0.40343036015489925,928,480,1760
1554,6.064222259156088e-07,-1.5789305332148253e-06,-2.8503627285180557e-06,,,,-1.2732077215517506e-08,2.7774515540553026,-0.08608781403044667,19.749203631053355,0.15522,0.65487,0.0,0.40016123795968334,928,480,1760
1555,4.0307510791937376e-07,-1.1465426764317134e-06,-1.8134877650511858e-06,,,,-7.913625036080548e-09,2.787084765753157,-0.07904256955664447,19.69763441846499,0.15554,0.65648,0.0,0.3958630208625474,928,480,1760
1556,2.1274155548652806e-07,-7.27486763546714e-07,-8.549482595680506e-07,,,,-3.4846585111972674e-09,2.794632201399673,-0.07163074512547546,19.599116982075625,0.15547,0.65586,0.0,0.3907192564975217,928,480,1760
1557,4.2739685897131683e-08,-3.4035980345889353e-07,-9.52331197340529e-09,,,,3.985900296591294e-10,2.7991147341925684,-0.06353136289987034,19.45423685576527,0.15508,0.65521,0.0,0.38500362496246343,928,480,1760
1558,-1.0180652071053953e-07,8.391860645297635e-10,6.992523737365287e-07,,,,3.63226183995201e-09,2.7995229605325855,-0.05444404432551014,19.26658629694884,0.15514,0.65572,0.0,0.3790832858083316,928,480,1760
1559,-2.178651837364704e-07,2.8665691004299514e-07,1.2584306106746668e-06,,,,6.16152217948769e-09,2.794870204521774,-0.04411809656010443,19.043202959598915,0.15537,0.65552,0.0,0.37341790680552217,928,480,1760
1560,-3.043073950087555e-07,5.119168177975772e-07,1.6645741141764391e-06,,,,7.975325443095369e-09,2.784254671531256,-0.0323845177807585,18.79490753968467,0.15487,0.65497,0.0,0.36855370581771835,928,480,1760
1561,-3.616544964216226e-07,6.752818876975696e-07,1.922384188410612e-06,,,,9.099860100954942e-09,2.7669289491197873,-0.01918948795385186,18.536504363584065,0.15532,0.65457,0.0,0.3651119935927864,928,480,1760
1562,-3.917845964039387e-07,7.78698120697122e-07,2.0431478187181065e-06,,,,9.591212301256652e-09,2.742374326575597,-0.004627535278386517,18.286810434352738,0.15529,0.65543,0.0,0.3637719215442051,928,480,1760
1563,-3.976194750397312e-07,8.267656591400266e-07,2.0431103890924383e-06,,,,9.527738294868789e-09,2.7103766888380956,0.011027815152345405,18.06848233432282,0.15507,0.65539,0.0,0.36524742204494764,928,480,1760
