FRAMES,First_FORCE_X,First_FORCE_Y,First_FORCE_Z,First_COFP_X,First_COFP_Y,First_COFP_Z,First_FREEMOMENT_Z,Second_FORCE_X,Second_FORCE_Y,Second_FORCE_Z,Second_COFP_X,Second_COFP_Y,Second_COFP_Z,Second_FREEMOMENT_Z,Heel_Strike1,Toe_Off1,Heel_Strike2
4132,-6.955199823565011e-106,1.6672642094990983e-105,3.389147956165222e-105,,,,1.541535617798374e-107,-1.3479139096763069e-73,-6.020029352359579e-73,-3.7020869441072686e-73,,,,-1.850242685118557e-74,928,480,1760
4133,-5.439499334539286e-106,1.3661943889643615e-105,2.598558363465748e-105,,,,1.1703744418684939e-107,-1.6601924759115304e-73,-6.358030807640384e-73,-4.374887526392216e-73,,,,-2.2092326894883577e-74,928,480,1760
4134,-3.90016925327668e-106,1.0462766146230791e-105,1.807467648093144e-105,,,,8.014341570411123e-108,-1.8395787971829063e-73,-6.326244784712421e-73,-4.7218405998843966e-73,,,,-2.400555684499243e-74,928,480,1760
4135,-2.4172979894568645e-106,7.264160717309081e-106,1.055146421983759e-105,,,,4.5263124825753194e-108,-1.8987404089117775e-73,-5.986222425842529e-73,-4.7786084895552173e-73,,,,-2.441928065718161e-74,928,480,1760
4136,-1.055187388459023e-106,4.2244884343405953e-106,3.7257534711933337e-106,,,,1.3797872011942215e-108,-1.8542460100514394e-73,-5.404801301220503e-73,-4.5894446790418214e-73,,,,-2.355621080723812e-74,928,480,1760
4137,1.382722243239031e-107,1.4685520058275803e-106,-2.1774503323894015e-106,,,,-1.3247497163460943e-108,-1.7251119400432106e-73,-4.6499369700550545e-73,-4.203608149884572e-73,,,,-2.1666187882322653e-74,928,480,1760
4138,1.1313126367239417e-106,-9.131436497389645e-107,-7.015335283477433e-106,,,,-3.525006866005521e-108,-1.5314631532757534e-73,-3.787155245145584e-73,-3.6721113215746406e-73,,,,-1.9009403930330555e-74,928,480,1760
4139,1.9072466194613013e-106,-2.863312046813237e-106,-1.072102654715943e-105,,,,-5.1937771927025434e-108,-1.2933564536105312e-73,-2.876700236867748e-73,-3.0449085867848317e-73,,,,-1.5841834050891886e-74,928,480,1760
4140,2.4628485715547756e-106,-4.355335252071803e-106,-1.3294582856241241e-105,,,,-6.334595387671382e-108,-1.029797966740855e-73,-1.971406608036926e-73,-2.36859325618026e-73,,,,-1.2403239764254878e-74,928,480,1760
4141,2.806330944905237e-106,-5.389608303885706e-106,-1.4792137522592524e-105,,,,-6.976576724982416e-108,-7.579720193956987e-74,-1.1152839835452709e-73,-1.6846345424880703e-73,,,,-8.907921330031705e-75,928,480,1760
4142,2.955082253976146e-106,-5.989138358935228e-106,-1.5314022845453204e-105,,,,-7.16882577667842e-108,-4.926853369781226e-74,-3.4276813509276478e-74,-1.028154330771846e-73,,,,-5.538231273476051e-75,928,480,1760
4143,2.9333173948080503e-106,-6.194737454194397e-106,-1.4992631098722318e-105,,,,-6.974761751772508e-108,-2.460191702787764e-74,3.214321093954724e-74,-4.2721678277825605e-74,,,,-2.4407226031846535e-75,928,480,1760
4144,2.769770895412805e-106,-6.060112939230775e-106,-1.3980656168711147e-105,,,,-6.466655095417856e-108,-2.717285993417606e-75,8.619812694982801e-74,9.741721031744467e-75,,,,2.7530479428659438e-76,928,480,1760
4145,2.4955404070120954e-106,-5.647115387776567e-106,-1.2440236593899373e-105,,,,-5.720611731469575e-108,1.5752446145244862e-74,1.2721566262298906e-73,5.3213395738105964e-74,,,,2.537176538418875e-75,928,480,1760
4146,2.1421628981798054e-106,-5.021353857367786e-106,-1.0533391642604058e-105,,,,-4.812180816709521e-108,3.044618797899942e-74,1.5527843347854692e-73,8.699821496130456e-74,,,,4.306503565549991e-75,928,480,1760
4147,1.73998111155446e-106,-4.248336129020369e-106,-8.41401448934566e-106,,,,-3.81270246286164e-108,4.12484705361991e-74,1.7109741323071342e-73,1.1099366328508912e-73,,,,5.575523061053791e-75,928,480,1760
4148,1.316834127948534e-106,-3.390239985643348e-106,-6.22156658607794e-106,,,,-2.78645633750254e-108,4.825532946839277e-74,1.758747987414367e-73,1.2559880180418663e-73,,,,6.362515688451442e-75,928,480,1760
4149,8.97084337578602e-107,-2.503373125410509e-106,-4.0765096788271167e-106,,,,-1.7886225014629867e-108,5.173524327601042e-74,1.7116478277286983e-73,1.3161314767163681e-73,,,,6.706675955501617e-75,928,480,1760
4150,5.009744581694375e-107,-1.636335850830248e-106,-2.0774199282063963e-106,,,,-8.640237613456879e-109,5.2087864500127975e-74,1.5873947096617667e-73,1.3013211662434373e-73,,,,6.662778527627917e-75,928,480,1760
4151,1.4429292128563166e-107,-8.288635663874292e-107,-2.996542719945825e-107,,,,-4.658508356679996e-110,4.9802946232161025e-74,1.4046575094760403e-73,1.2244476554921332e-73,,,,6.295937806429409e-75,928,480,1760
4152,-1.6168581171113163e-107,-1.1129616611234244e-107,1.2046166650260407e-106,,,,6.40579451873448e-109,4.5421466975719525e-74,1.18197436918171e-73,1.0993852770725883e-73,,,,5.676705248306203e-75,928,480,1760
4153,-4.1002763877416055e-107,4.9540107969200815e-107,2.405232387098934e-106,,,,1.184558247267076e-108,3.9500523116275044e-74,9.368555514781124e-74,9.4014525723983e-74,,,,4.876692515284237e-75,928,480,1760
4154,-5.977783502874944e-107,9.791556219267975e-107,3.291966765356405e-106,,,,1.581627047059086e-108,3.2583117092717868e-74,6.8508272376306744e-74,7.601594197384048e-74,,,,3.9648519942574667e-75,928,480,1760
4155,-7.254644696419301e-107,1.3359433600419334e-106,3.87180143160776e-106,,,,1.835943319333319e-108,2.5173543872190075e-74,4.402075243349385e-74,5.717087696932241e-74,,,,3.0044923218121756e-75,928,480,1760
4156,-7.965026236083552e-107,1.5686825966099883e-106,4.16578896124733e-106,,,,1.9580619503436996e-108,1.7718687042619415e-74,2.1324192904632122e-74,3.855017661989678e-74,,,,2.0510575487141835e-75,928,480,1760
4157,-8.165615370507526e-107,1.685963468211953e-106,4.2057277709071277e-106,,,,1.9633747637120267e-108,1.0595192591967442e-74,1.2524648666528118e-75,2.103988970040401e-74,,,,1.1506561044713155e-75,928,480,1760
4158,-7.929159416582209e-107,1.7007024789418433e-106,4.0308439892935794e-106,,,,1.8705635229648816e-108,4.102202451211112e-75,-1.5625837533822609e-74,5.327347039932342e-75,,,,3.392908231883525e-76,928,480,1760
4159,-7.338257164758249e-107,1.6288009364738985e-106,3.6846435448802625e-106,,,,1.70014086623386e-108,-1.5408939789649672e-75,-2.8992538544154167e-74,-8.100657286757045e-75,,,,-3.5728553245929066e-76,928,480,1760
4160,-6.47966924199909e-107,1.4878731166009703e-106,3.212062805072284e-106,,,,1.473137190936006e-108,-6.192392808150914e-75,-3.875502688715143e-74,-1.8949455510641015e-74,,,,-9.231835427248498e-76,928,480,1760
4161,-5.439345116947371e-107,1.2960958514929761e-106,2.657010496880022e-106,,,,1.2099748661121424e-108,-9.78269547748615e-75,-4.501425885213973e-74,-2.709994220461866e-74,,,,-1.351564512701396e-75,928,480,1760
4162,-4.2982968677699394e-107,1.07121683724476e-106,2.0603592156407458e-106,,,,9.295551590744386e-109,-1.2306061660817145e-74,-4.8028362004730315e-74,-3.2585999789726807e-74,,,,-1.6435112962294304e-75,928,480,1760
4163,-3.129386781436452e-107,8.297450445525726e-107,1.4584130996282867e-106,,,,6.485686079893175e-109,-1.38105363461669e-74,-4.817435607148537e-74,-3.556800667367968e-74,,,,-1.8066898424567664e-75,928,480,1760
4164,-1.995039705473734e-107,5.863338026005514e-107,8.818503492063641e-107,,,,3.8102676229511465e-109,-1.4386846226417576e-74,-4.591019266282736e-74,-3.630437575011918e-74,,,,-1.8539017129144847e-75,928,480,1760
4165,-9.458434912162268e-108,3.533558671433625e-107,3.551159604741399e-107,,,,1.380025837061505e-109,-1.4156982623408323e-74,-4.173894261096961e-74,-3.512285265398646e-74,,,,-1.8016169587277737e-75,928,480,1760
4166,-1.9962819091675827e-109,1.4066038494202786e-107,-1.0377826473988088e-107,,,,-7.244147513554638e-110,-1.3263087370350297e-74,-3.617655669763892e-74,-3.239303457587315e-74,,,,-1.6685632222395408e-75,928,480,1760
4167,7.567364798623748e-108,-4.450570797053021e-108,-4.8310258226346956e-107,,,,-2.4516459128020944e-109,-1.1857143090308788e-74,-2.9724217277456806e-74,-2.8501273043407092e-74,,,,-1.4744318374921387e-75,928,480,1760
4168,1.3699740016324817e-107,-1.9743463022040334e-107,-7.769714792812172e-107,,,,-3.777283748679052e-109,-1.0091848130927289e-74,-2.2845905846261764e-74,-2.382881728461499e-74,,,,-1.2387460509617208e-75,928,480,1760
4169,1.8158831351413433e-107,-3.157791406552257e-107,-9.846873462755204e-107,,,,-4.70079350334444e-109,-8.112936054544092e-75,-1.595145183641538e-74,-1.873375531913698e-74,,,,-9.79921134446452e-76,928,480,1760
4170,2.099513575471707e-107,-3.992859564294724e-107,-1.1099335998258634e-106,,,,-5.241647918429553e-109,-6.053085868428002e-75,-9.385013363573844e-75,-1.3537031425452297e-74,,,,-7.145318272281352e-76,928,480,1760
4171,2.233135018086077e-107,-4.494686772502769e-107,-1.1598816454805616e-106,,,,-5.435117532238777e-109,-4.02746666723745e-75,-3.4186795515450284e-75,-8.51257150084651e-75,,,,-4.5678977010039306e-76,928,480,1760
4172,2.2344583130647435e-107,-4.692462301867935e-107,-1.1442698947306224e-106,,,,-5.327961161390394e-109,-2.1308723104524394e-75,1.749319312677365e-75,-3.881339220838616e-75,,,,-2.1822275935365854e-76,928,480,1760
4173,2.1248755877700044e-107,-4.625703381766109e-107,-1.0745049926681032e-106,,,,-4.974246240782255e-109,-4.3633018743768065e-76,5.992452480222113e-75,1.9102009747183403e-76,,,,-7.53897639541952e-78,928,480,1760
4174,1.9278034428434193e-107,-4.340622470940499e-107,-9.628261776416995e-107,,,,-4.431485013409534e-109,1.004986095369633e-75,9.250527785012576e-75,3.593413105333473e-75,,,,1.6934708269315757e-76,928,480,1760
4175,1.667194579229012e-107,-3.8867520566108406e-107,-8.215639296635097e-107,,,,-3.7572267485694153e-109,2.1627472653548924e-75,1.1521913887329684e-74,6.26595391963613e-75,,,,3.0915448858355294e-76,928,480,1760
4176,1.366264269634065e-107,-3.313952414902336e-107,-6.625143400396171e-107,,,,-3.006200840274932e-109,3.025590064997221e-75,1.2854122998978549e-74,8.194625337591717e-75,,,,4.109712674849897e-76,928,480,1760
4177,1.046459916921714e-107,-2.6698884500204222e-107,-4.964414258855094e-107,,,,-2.2280629638075263e-109,3.5986040359106967e-75,1.3333486522897808e-74,9.404533699838553e-75,,,,4.7591535354772936e-76,928,480,1760
4178,7.26685319100096e-108,-1.9980245246627274e-107,-3.327112924298379e-107,,,,-1.4657581309938942e-109,3.900410881399729e-75,1.3074582180941832e-74,9.952319643728542e-75,,,,5.0674997371971755e-76,928,480,1760
4179,4.227767582116889e-108,-1.3361526005175545e-107,-1.7905488146814657e-107,,,,-7.54481679813571e-110,3.960047171551902e-75,1.2209976699142427e-74,9.91823761333911e-75,,,,5.074799089433462e-76,928,480,1760
4180,1.4721602303418246e-108,-7.154401038004893e-108,-4.145020339280242e-108,,,,-1.2119268912967523e-110,3.813836712772398e-75,1.088074100011353e-74,9.398350219226352e-75,,,,4.829517339508813e-76,928,480,1760
4181,-9.09438467564018e-109,-1.5996038784063187e-108,7.588949243135934e-108,,,,4.1538567567492486e-110,3.502409195776506e-75,9.228082470017358e-75,8.497205498817135e-75,,,,4.3847719382583034e-76,928,480,1760
4182,-2.859709181355609e-108,3.1334922047967377e-108,1.704382052617291e-107,,,,8.443578795022988e-110,3.0679890881453344e-75,7.386327643445643e-75,7.321281511378152e-75,,,,3.794946220415845e-76,928,480,1760
4183,-4.3519965884276e-108,6.943690627370992e-108,2.4120865892913484e-107,,,,1.1619261866106021e-109,2.5520452437865085e-75,5.477383905695412e-75,5.973398556139617e-75,,,,3.112790027537126e-76,928,480,1760
4184,-5.3866563825842865e-108,9.79192689959377e-108,2.8855164129263444e-107,,,,1.3704275889979967e-109,1.9933591584425142e-75,3.6067146860403226e-75,4.548218882515738e-75,,,,2.3870715068199026e-76,928,480,1760
4185,-5.9866566868508045e-108,1.1693126497565388e-107,3.139216037062915e-107,,,,1.4772230328228308e-109,1.4265396657174565e-75,1.8607820484049265e-75,3.128880447027325e-75,,,,1.66080701561089e-76,928,480,1760
4186,-6.192772698693443e-108,1.2706708747253222e-107,3.196256046661769e-107,,,,1.4935179248123696e-109,8.809852441267451e-76,3.0584536939846834e-76,1.784747541944624e-75,,,,9.700630551905258e-77,928,480,1760
4187,-6.0586785914152646e-108,1.2926426748944515e-107,3.0857073599493574e-107,,,,1.4331834946598886e-109,3.80272741913524e-76,-1.0120443310925056e-75,5.702085783209385e-76,,,,3.432968055805425e-77,928,480,1760
4188,-5.646196475076649e-108,1.2470154344386902e-107,2.8402278977568336e-107,,,,1.3116372623456094e-109,-5.806636028631637e-77,-2.0660480509992034e-75,-4.755892606373311e-76,,,,-1.9881942649974173e-77,928,480,1760
4189,-5.0209123018338654e-108,1.1470134652724405e-107,2.493862981207851e-107,,,,1.1448284838536134e-109,-4.22433920830998e-76,-2.846752333426399e-75,-1.3282073037606606e-75,,,,-6.4315963673714455e-77,928,480,1760
4190,-4.248316381146419e-108,1.0064098384035992e-107,2.0801337574426797e-107,,,,9.483618079963649e-110,-7.067773507250144e-76,-3.3598093124401596e-75,-1.9767404427551052e-75,,,,-9.835704151639487e-77,928,480,1760
4191,-3.3905746099421905e-108,8.387550843789701e-108,1.6304616338268387e-107,,,,7.367801402324069e-110,-9.099900054919e-76,-3.6232131995767617e-75,-2.4221623197551296e-75,,,,-1.2200448780037534e-76,928,480,1760
4192,-2.503988068866291e-108,6.5674201651948824e-108,1.1729522737467125e-107,,,,5.230164171484795e-110,-1.0351638146349227e-75,-3.664407095806926e-75,-2.6753504581933257e-75,,,,-1.3577260922328562e-76,928,480,1760
4193,-1.6371551846723522e-108,4.717160645512954e-108,7.315410748832816e-108,,,,3.180140538642122e-110,-1.0887551380528255e-75,-3.5173909725640656e-75,-2.754941079343459e-75,,,,-1.4058170164583488e-76,928,480,1760
4194,-8.298135517091222e-109,2.933317752996517e-108,3.2548383205431292e-108,,,,1.3050750939795307e-110,-1.0797192453935293e-75,-3.219973898090842e-75,-2.6851474969953896e-75,,,,-1.3764661201418475e-76,928,480,1760
4195,-1.123085515969555e-109,1.2934878973055798e-108,-3.083816977275836e-109,,,,-3.3052129403337398e-111,-1.0186613839199032e-75,-2.811283233880099e-75,-2.49365607073447e-75,,,,-1.2836878305351828e-76,928,480,1760
4196,4.943865667553991e-109,-1.4445218624618614e-109,-3.2783997493628784e-108,,,,-1.6844637974939855e-110,-9.170437990688987e-76,-2.3296125130701393e-75,-2.2096913694685864e-75,,,,-1.1423656378416572e-76,928,480,1760
4197,9.78189583897148e-109,-1.3420141845921455e-108,-5.6042985451168424e-108,,,,-2.7353622943058647e-110,-7.864789155315251e-76,-1.8106596819092824e-75,-1.8623189492989216e-75,,,,-9.673738366443784e-77,928,480,1760
4198,1.335065790620798e-108,-2.2788602106297075e-108,-7.275327774406464e-108,,,,-3.4803082678840063e-110,-6.381297189671312e-76,-1.2861796652040697e-75,-1.4790312842196007e-75,,,,-7.72842169252382e-77,928,480,1760
4199,1.5679226202570345e-108,-2.9508664575708818e-108,-8.31492190148118e-108,,,,-3.9320213245109816e-110,-4.822296553873085e-76,-7.830508054712892e-76,-1.0846409752344749e-75,,,,-5.715766217983497e-77,928,480,1760
4200,1.685339660269535e-108,-3.367697693882765e-108,-8.773994768730143e-108,,,,-4.1156843307971067e-110,-3.2772644681305475e-76,-3.227342959225638e-76,-7.004862284377208e-76,,,,-3.7463973919379804e-77,928,480,1760
4201,1.7002236564239132e-108,-3.550092092021726e-108,-8.723960477447081e-108,,,,-4.0656744566147354e-110,-1.8204736978266e-76,7.891035431339445e-77,-3.439373138876758e-76,,,,-1.9108537679064235e-77,928,480,1760
4202,1.628467304006958e-108,-3.527037877581222e-108,-8.24987067571518e-108,,,,-3.8223689455509953e-110,-5.097792414290448e-77,4.1150242670828107e-76,-2.8179637858740708e-77,,,,-2.7835980340892617e-78,928,480,1760
4203,1.487677653146256e-108,-3.3329992088616134e-108,-7.44398934060562e-108,,,,-3.4291717295667845e-110,6.135848830749083e-77,6.697656218906482e-76,2.3776068971984496e-76,,,,1.1031464332465045e-77,928,480,1760
4204,1.2960258301011949e-108,-3.0053207274557602e-108,-6.400052391408355e-108,,,,-2.929872365354998e-110,1.5243525161028493e-76,8.529615436629149e-76,4.4878938995004963e-76,,,,2.2059355572535085e-77,928,480,1760
4205,1.071255380980419e-108,-2.581910375166466e-108,-5.208385429210084e-108,,,,-2.3664142264794054e-110,2.2118871440156223e-76,9.641902670278767e-76,6.03358666223486e-76,,,,3.0205828517103286e-77,928,480,1760
4206,8.298726356435635e-109,-2.099270134166541e-108,-3.951982280877831e-108,,,,-1.7771161334358566e-110,2.6783360051926687e-76,1.0096141968254992e-75,7.029686690006862e-76,,,,3.553466284668267e-77,928,480,1760
4207,5.865296776386791e-109,-1.590915813983456e-108,-2.703582775291134e-108,,,,-1.195361975224786e-110,2.9364502989910097e-76,9.976561073853513e-76,7.515988286511051e-76,,,,3.823887488380226e-77,928,480,1760
4208,3.535992477014842e-109,-1.0862010662404388e-108,-1.5237324466595203e-108,,,,-6.487473320200973e-111,3.007233636244429e-76,9.382152786211461e-76,7.551086020193024e-76,,,,3.861019475163852e-77,928,480,1760
4209,1.4093150933913642e-109,-6.09538321083721e-109,-4.597610234643307e-109,,,,-1.5865125199199598e-111,2.917563081022706e-76,8.419376248016055e-76,7.206422795918915e-76,,,,3.70086039692803e-77,928,480,1760
4210,-4.4224770616042267e-110,-1.7999086136268052e-109,4.544187125355875e-109,,,,2.5981456078225194e-111,2.6979050788066648e-76,7.195672154468214e-76,6.560666795436827e-76,,,,3.3833432738765426e-77,928,480,1760
4211,-1.9715938866507786e-109,1.8880395298088191e-109,1.1978147903777728e-108,,,,5.975378431745304e-111,2.3802240304402576e-76,5.813981117998094e-76,5.69464250392108e-76,,,,2.9497195747495956e-77,928,480,1760
4212,-3.1552230610117096e-109,4.884302168415638e-109,1.7613003074412168e-108,,,,8.508841191235496e-111,1.9961558720940997e-76,4.3683740362493325e-76,4.686977062967194e-76,,,,2.44030184525077e-77,928,480,1760
4213,-3.9905726657282773e-109,7.1526351264235695e-109,2.1461411438265383e-108,,,,1.0209882931915431e-110,1.5754941572723786e-76,2.940830569854138e-76,3.6105616024353906e-76,,,,1.8926189764480694e-77,928,480,1760
4214,-4.492748961701815e-109,8.698733178018611e-109,2.3622476280874657e-108,,,,1.1129248745941832e-110,1.1450129525881455e-76,1.5991391048657918e-76,2.5298706680208954e-76,,,,1.3400085712802707e-77,928,480,1760
4215,-4.690912955604623e-109,9.563145781738663e-109,2.4262815367608158e-108,,,,1.1348176225895712e-110,7.276302306678215e-77,3.958403365877691e-77,1.4991333595710493e-76,,,,8.106452472684721e-78,928,480,1760
4216,-4.624556246326325e-109,9.813615181227536e-109,2.359735667505953e-108,,,,1.0969425452922788e-110,3.418979784664477e-77,-6.319024589638119e-77,5.613086384102887e-77,,,,3.2698230642028625e-78,928,480,1760
4217,-4.339869138211416e-109,9.537310117712378e-109,2.18708556898128e-108,,,,1.0108697658973048e-110,1.7912896131081017e-79,-1.461650340606822e-76,-2.5221486439443652e-77,,,,-9.443261370736482e-79,928,480,1760
4218,-3.88636597386791e-109,8.833356814252588e-109,1.934093284487525e-108,,,,8.886804628738167e-111,-2.8324160396764577e-77,-2.0844121231659764e-76,-9.212971759699514e-77,,,,-4.4281943213918285e-78,928,480,1760
4219,-3.3138931430957503e-109,7.805989019467155e-109,1.6263224837360706e-108,,,,7.422854992385748e-111,-5.0801316186638756e-77,-2.5029086695945193e-76,-1.4362202421196815e-76,,,,-7.127642013087339e-78,928,480,1760
4220,-2.670105919307956e-109,6.558556039915073e-109,1.287904255243316e-108,,,,5.828630017551494e-111,-6.7116246797921605e-77,-2.7295385051503432e-76,-1.7964789934942803e-76,,,,-9.036169620223069e-78,928,480,1760
4221,-1.998463076823465e-109,5.188546434590877e-109,9.405740448570093e-109,,,,4.204234587526574e-111,-7.746020007823517e-77,-2.7841939768851895e-76,-2.0093120948474187e-76,,,,-1.018751261285095e-77,928,480,1760
4222,-1.3367546525581575e-109,3.783709157415033e-109,6.029834712046518e-109,,,,2.6350319842262228e-111,-8.228919743711242e-77,-2.6920603826488492e-76,-2.0880873829257895e-76,,,,-1.0647444524158366e-77,928,480,1760
4223,-7.16149312704448e-110,2.4192863028257123e-109,2.9027652679935137e-109,,,,1.1898060990821955e-111,-8.225849918117084e-77,-2.4815098593463477e-76,-2.0506455440659425e-76,,,,-1.0505322325022242e-77,928,480,1760
4224,-1.6072424059457174e-110,1.1563142467448444e-109,1.3908277905144946e-110,,,,-7.995696589364268e-113,-7.815782907024285e-77,-2.1821789945840794e-76,-1.9176908561668965e-76,,,,-9.865834785154196e-78,928,480,1760
4225,3.125774266729027e-110,4.090405658148074e-111,-2.183242868497408e-109,,,,-1.139813874533874e-111,-7.085044382404662e-77,-1.8232955952284007e-76,-1.711301081578334e-76,,,,-8.841329670693813e-78,928,480,1760
4226,6.936288492483198e-110,-8.956220118778059e-110,-4.020751960990422e-109,,,,-1.9713061250743557e-111,-6.121844235626194e-77,-1.432297090792022e-76,-1.4536110030544432e-76,,,,-7.545005993717552e-78,928,480,1760
4227,9.78515603678143e-110,-1.6358835428384584e-109,-5.361050611459669e-109,,,,-2.570281844143799e-111,-5.011601199374693e-77,-1.0337617128818166e-76,-1.1657066547487834e-76,,,,-6.085168254064438e-78,928,480,1760
4228,1.1687219937059347e-109,-2.1750417049219804e-109,-6.218386108542729e-109,,,,-2.944781045231263e-111,-3.8331640472060655e-77,-6.486546685938514e-77,-8.66750853211072e-77,,,,-4.560655062397924e-78,928,480,1760
4229,1.270181890756445e-109,-2.519004816150776e-109,-6.628620147679917e-109,,,,-3.1126599149552084e-111,-2.6559711487091368e-77,-2.9387556173595393e-77,-5.7334583316812855e-77,,,,-3.057478127940141e-78,928,480,1760
4230,1.2922630960865456e-109,-2.682392555547558e-109,-6.64394662104867e-109,,,,-3.0991141436514594e-111,-1.538136897616406e-77,1.7919378055568459e-78,-2.9912610560148972e-77,,,,-1.646641798618028e-78,928,480,1760
4231,1.2467463198767052e-109,-2.68639881651289e-109,-6.32765706873148e-109,,,,-2.9342403646010887e-111,-5.254094768318037e-78,2.782560234282126e-77,-5.456436708337911e-78,,,,-3.8305969404018384e-79,928,480,1760
4232,1.1468502300491779e-109,-2.55667551218971e-109,-5.749205371800206e-109,,,,-2.650750323280425e-111,3.4908973276280796e-78,4.825838407522666e-77,1.5303447987403932e-77,,,,6.9455583998873e-79,928,480,1760
4233,1.0063433961580059e-109,-2.3213387673776804e-109,-4.979767639710688e-109,,,,-2.281926241367198e-111,1.064458966712862e-77,6.2986494115655565e-77,3.1938140930716213e-77,,,,1.5629837628985547e-78,928,480,1760
4234,8.387730275186554e-110,-2.009176416872387e-109,-4.0884369314080406e-109,,,,-1.859879543586139e-111,1.611069593865428e-77,7.220557734881684e-77,4.4292659250379525e-77,,,,2.2131321080972347e-78,928,480,1760
4235,6.568297695491125e-110,-1.64811295755445e-109,-3.1391383525518164e-109,,,,-1.4141500042245035e-111,1.9892146925950516e-77,7.635245478800121e-77,5.244918985027567e-77,,,,2.6481967634165546e-78,928,480,1760
4236,4.718579577348434e-110,-1.2639662410794896e-109,-2.1883005107395638e-109,,,,-9.706594960011003e-112,2.2074853117665025e-77,7.604436737767966e-77,5.668455100082329e-77,,,,2.881510162248595e-78,928,480,1760
4237,2.9351199839032096e-110,-8.795101806222082e-110,-1.283276005907678e-109,,,,-5.510146572389307e-112,2.280999021113911e-77,7.201913624923321e-77,5.7424911595532046e-77,,,,2.9342367516369573e-78,928,480,1760
4238,1.2955219797410681e-110,-5.138402706567549e-110,-4.614677148186842e-110,,,,-1.7213643035876158e-112,2.229592463191935e-77,6.5079055151173884e-77,5.520045599065491e-77,,,,2.833054251575194e-78,928,480,1760
4239,-1.4232462181104763e-111,-1.8202423707437533e-110,2.4991032198255805e-110,,,,1.5381819211618743e-112,2.0760732835564657e-77,5.604068920237117e-77,5.0602249083254065e-77,,,,2.6079378766664544e-78,928,480,1760
4240,-1.3399136962213192e-110,1.0499112195930328e-110,8.335284928244797e-110,,,,4.192857311467217e-112,1.844608405015985e-77,4.5692108898095446e-77,4.424308160008594e-77,,,,2.290140586506039e-78,928,480,1760
4241,-2.2768864615480892e-110,3.402538415063574e-110,1.2811969215927089e-109,,,,6.209258730524444e-112,1.5593063743014325e-77,3.475847198853087e-77,3.672358969959219e-77,,,,1.9104376256024725e-78,928,480,1760
4242,-2.9490966679845197e-110,5.2050324938565144e-110,1.5927887901212305e-109,,,,7.59101980162512e-112,1.243032532406266e-77,2.387630429005868e-77,2.8604471815636693e-77,,,,1.49767944983541e-78,928,480,1760
4243,-3.3661864556914894e-110,6.457327969155057e-110,1.774938858276451e-109,,,,8.37262384381908e-112,9.164779410092274e-78,1.3576342619659025e-77,2.0385190151975722e-77,,,,1.0776747073127572e-78,928,480,1760
4244,-3.5488723345529815e-110,7.186625910164756e-110,1.8396181160121996e-109,,,,8.612692055755604e-112,5.974870316663564e-78,4.274401078681869e-78,1.248916016292771e-77,,,,6.724050767862144e-79,928,480,1760
4245,-3.52612274981798e-110,7.44162403270398e-110,1.8026752671750714e-109,,,,8.387164550513392e-112,3.00635322201899e-78,-3.73058816659328e-78,5.255109410550223e-78,,,,2.995570346486599e-79,928,480,1760
4246,-3.332384636274012e-110,7.286617713527057e-110,1.6824226771751553e-109,,,,7.782729420443483e-112,3.703756067267953e-79,-1.0252426195999469e-77,-1.0659667562462616e-78,,,,-2.765765722596161e-80,928,480,1760
4247,-3.0049884073600163e-110,6.795785089554388e-110,1.498329622674062e-109,,,,6.890785116907401e-112,-1.8564157233563152e-78,-1.5208586910317327e-77,-6.3090096488942665e-78,,,,-3.0043067823022703e-79,928,480,1760
4248,-2.5818309911003487e-110,6.047909491730023e-110,1.269870174040517e-109,,,,5.8021487393666215e-112,-3.6300758656495724e-78,-1.8607490352053962e-77,-1.0389135749474007e-77,,,,-5.140792964679186e-79,928,480,1760
4249,-2.099406594523821e-110,5.1217297233480055e-110,1.0155577044086878e-109,,,,4.602651396068154e-112,-4.936234796933682e-78,-2.053333486746392e-77,-1.3292837941496166e-77,,,,-6.676092067339151e-79,928,480,1760
4250,-1.5912263505361044e-110,4.0920466911622e-110,7.521835848599455e-110,,,,3.3696949591364757e-112,-5.786012436308988e-78,-2.11296354356316e-77,-1.5067077959711887e-77,,,,-7.631655540140196e-79,928,480,1760
4251,-1.0866420617779383e-110,3.026656586119202e-110,4.942646621926362e-110,,,,2.1697848564291184e-112,-6.211333521795497e-78,-2.058249349789527e-77,-1.5807152428146098e-77,,,,-8.054174732956201e-79,928,480,1760
4252,-6.100667700278799e-111,1.9841284792887688e-110,2.53693027489056e-110,,,,1.057002816384986e-112,-6.259971739223581e-78,-1.9104470621224105e-77,-1.5644132496882502e-77,,,,-8.00917417687986e-79,928,480,1760
4253,-1.8056640099152276e-111,1.0123994699745476e-110,3.9572615450747755e-111,,,,7.234277086153882e-114,-5.990612522197062e-78,-1.6919766930816277e-77,-1.4732568456158578e-77,,,,-7.574711018148848e-79,928,480,1760
4254,1.8821747167994202e-111,1.4812437975888373e-111,-1.4177957332530794e-110,,,,-7.561971829475493e-113,-5.468176075608724e-78,-1.4251226925075715e-77,-1.323902544382164e-77,,,,-6.835475507377444e-79,928,480,1760
